,BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
STC India,1.11, 22.53 new,0.00%,-%,-,10.00,51.24,"1,087.80",1,-,-,163.33,251.00,102.00,181.30,STC India,251.40,102.00,181.60
STF NCD3 RE,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,STF NCD3 RE,NA,NA,NA
STFC NCDI,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,STFC NCDI,NA,NA,NA
STI India,-2.76, 80.64 new,0.00%,-%,-,10.00,10.59,46.26,1,-,-,-,32.65,7.58,15.95,STI India,31.95,7.70,14.55
SVC Superchem,20.20, 100 new,0.00%,-%,* -,10.00,25.38,11.91,1,-,-,0.04,1.30,0.55,0.73,SVC Superchem,NA,NA,NA
SVP Global,77.22, 83.24 new,0.00%,-%,0.12,10.00,23.65,548.00,1,442.04,"3,610.00",5.61,448.90,95.00,433.20,SVP Global,NA,NA,NA
Saatal Kaatha,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Saatal Kaatha,NA,NA,NA
Sagarsoft India,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sagarsoft India,NA,NA,NA
Sahara One,106.66, 100 new,0.00%,-%,-,10.00,43.78,96.86,1,-,-,0.42,92.00,38.00,45.00,Sahara One,NA,NA,NA
Sahas Agro Ltd,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sahas Agro Ltd,NA,NA,NA
Sahyog Credits ,10.34, 100 new,1.00%,0.38%,0.22,10.00,39.26,8.03,1,114.13,119.32,2.54,37.80,21.35,26.25,Sahyog Credits ,NA,NA,NA
Sai Industries ,-0.95,  new,0.00%,-%,-,10.00,26.02,0.00,100,-,-,-,NA,NA,NA,Sai Industries ,NA,NA,NA
Sai Jeevadhara,1.00,  new,0.00%,-%,-,10.00,27.21,0.00,100,-,-,-,NA,NA,NA,Sai Jeevadhara,NA,NA,NA
Saianand Comm,40.85,  new,0.00%,-%,0.14,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,Saianand Comm,NA,NA,NA
Sajjan Textiles,-30.97,  new,0.00%,-%,* -,10.00,4.76,0.00,100,-,-,-,NA,NA,NA,Sajjan Textiles,NA,NA,NA
Sakar Healthcar,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sakar Healthcar,65.00,46.90,56.00
Sakuma Exports,62.97, 59.82 new,10.00%,0.96%,8.89,10.00,51.24,170.75,1,11.24,11.69,1.65,107.00,49.80,103.95,Sakuma Exports,107.00,48.70,104.45
Sakura Seimitsu,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sakura Seimitsu,NA,NA,NA
Salstar Foods,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Salstar Foods,NA,NA,NA
Salzer Controls,13.73,  new,0.00%,-%,-,0.00,1.90,0.00,100,-,-,-,NA,NA,NA,Salzer Controls,NA,NA,NA
Sam Leaseco,1.10,  new,0.00%,-%,0.01,1.00,39.26,0.00,1,-,-,-,NA,NA,NA,Sam Leaseco,NA,NA,NA
Sam-Tul Invest,-13.02,  new,0.00%,-%,* -,10.00,27.21,0.00,50,-,-,-,NA,NA,NA,Sam-Tul Invest,NA,NA,NA
Samarth Int,9.95,  new,0.00%,-%,* -,0.00,0.25,0.00,1,-,-,-,NA,NA,NA,Samarth Int,NA,NA,NA
Samrat Ashoka,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Samrat Ashoka,NA,NA,NA
Samtel Color,-84.71, 100 new,0.00%,-%,-,10.00,25.89,5.39,1,-,-,-,0.79,0.45,0.63,Samtel Color,0.70,0.40,0.60
Samtel Elect,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Samtel Elect,NA,NA,NA
Sandesh,792.98, 84.02 new,50.00%,0.58%,93.65,10.00,18.03,652.64,1,8.30,9.21,1.09,1080.00,819.30,862.20,Sandesh,1088.00,801.15,865.40
Sangal Papers,172.75, 100 new,0.00%,-%,12.95,10.00,11.71,12.04,1,4.58,7.11,0.53,123.05,40.95,92.10,Sangal Papers,NA,NA,NA
Sangam Advisors,10.14, 100 new,0.00%,-%,-,10.00,39.26,34.45,1,-,-,3.39,46.20,17.75,34.40,Sangam Advisors,NA,NA,NA
Sangam Processo,26.43,  new,0.00%,-%,1.27,0.00,21.00,0.00,1,-,-,-,NA,NA,NA,Sangam Processo,NA,NA,NA
Sanghi Corp,-3.78,  new,0.00%,-%,-,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Sanghi Corp,NA,NA,NA
Sanginita Chemi,14.76, 100 new,0.00%,-%,* -,10.00,29.64,0.00,6000,-,-,2.85,NA,NA,NA,Sanginita Chemi,43.90,10.00,42.00
Sanmac Motor,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sanmac Motor,NA,NA,NA
Sanmar Fin Serv,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sanmar Fin Serv,NA,NA,NA
Sanofi India,753.49, 97.55 new,680.00%,1.59%,114.98,10.00,29.58,"9,832.12",1,24.82,37.13,5.67,4930.00,3990.00,4269.15,Sanofi India,4950.00,4000.00,4265.00
Santaram Spin,17.44, 100 new,0.00%,-%,0.28,10.00,10.59,2.70,1,5.34,15.64,0.25,4.70,3.99,4.38,Santaram Spin,NA,NA,NA
Santowin Corp,4.01,  new,0.00%,-%,* -,1.00,19.09,0.00,1,-,-,-,NA,NA,NA,Santowin Corp,NA,NA,NA
Sanyo Impex,0.97,  new,0.00%,-%,-,1.00,17.01,0.00,1,-,-,-,NA,NA,NA,Sanyo Impex,NA,NA,NA
Sarash India,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sarash India,NA,NA,NA
Sarda Plywood,25.11, 100 new,0.00%,-%,-,10.00,32.84,84.55,1,-,-,7.45,295.00,41.15,187.15,Sarda Plywood,NA,NA,NA
Sardar Sarovar,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sardar Sarovar,NA,NA,NA
Saregama India,96.80, 23.93 new,0.00%,-%,4.43,10.00,43.78,714.65,1,61.38,92.70,4.24,434.55,181.90,410.65,Saregama India,434.80,181.20,410.60
Sarigam Seamles,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sarigam Seamles,NA,NA,NA
Sarigam Steels ,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sarigam Steels ,NA,NA,NA
Sarla Performan,32.09, 87.84 new,105.00%,2.13%,4.96,1.00,24.04,411.67,1,7.64,9.94,1.54,80.05,48.10,49.30,Sarla Performan,80.00,48.00,49.30
Sarthak Sec,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sarthak Sec,NA,NA,NA
Sarup Ind,70.31, 100 new,0.00%,-%,1.67,10.00,40.52,26.65,1,11.72,49.07,1.17,99.95,57.60,81.95,Sarup Ind,NA,NA,NA
Satguru Agro,6.49,  new,0.00%,-%,-,10.00,17.38,0.00,100,-,-,-,NA,NA,NA,Satguru Agro,NA,NA,NA
Sathyakamal,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sathyakamal,NA,NA,NA
Satkar Finlease,1.85, 100 new,0.00%,-%,* -,1.00,39.26,117.71,1,-,-,2.89,139.40,3.50,5.34,Satkar Finlease,NA,NA,NA
Satnam Exports,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Satnam Exports,NA,NA,NA
Satvahana Ispat,20.38, 71.58 new,0.00%,-%,-,10.00,13.00,217.85,1,-,-,2.10,103.95,33.00,42.80,Satvahana Ispat,103.40,32.50,42.60
Saumya Capital,-0.82,  new,0.00%,-%,-,10.00,39.26,0.27,1,-,-,-,1.27,0.42,0.42,Saumya Capital,NA,NA,NA
Saumya Consult,81.08,  new,0.00%,-%,4.53,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Saumya Consult,NA,NA,NA
Saurabh Alloy,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Saurabh Alloy,NA,NA,NA
Saurashtra Pape,-49.40,  new,0.00%,-%,0.87,10.00,17.14,0.00,100,-,-,-,NA,NA,NA,Saurashtra Pape,NA,NA,NA
Savani Financia,5.09,  new,0.00%,-%,0.18,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Savani Financia,NA,NA,NA
Savera Ind,33.73, 91.89 new,15.00%,2.13%,1.99,10.00,59.12,84.03,1,12.32,35.40,2.09,84.00,55.00,70.45,Savera Ind,NA,NA,NA
Savitri Oversea,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Savitri Oversea,NA,NA,NA
Savoy Herbals,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Savoy Herbals,NA,NA,NA
Sawaca Fin,11.15, 100 new,0.00%,-%,0.12,10.00,51.24,2.78,1,22.25,22.25,0.24,4.90,2.10,2.67,Sawaca Fin,NA,NA,NA
Scan Organics,-1.90,  new,0.00%,-%,* -,10.00,13.43,0.00,100,-,-,-,NA,NA,NA,Scan Organics,NA,NA,NA
Scan Steels,40.47, 100 new,0.00%,-%,-,10.00,13.79,90.31,1,10.99,-,0.43,30.00,8.16,17.25,Scan Steels,NA,NA,NA
Schablona India,-28.11,  new,0.00%,-%,-,4.00,34.04,9.60,1,-,-,-,30.40,9.76,30.40,Schablona India,NA,NA,NA
Schneider Infra,-3.89, 40.30 new,0.00%,-%,-,2.00,52.97,"3,164.54",1,-,-,-,173.55,122.65,132.35,Schneider Infra,173.75,122.20,132.85
Scindia Steam,-364.80,  new,0.00%,-%,-,20.00,8.86,0.00,50,-,-,-,NA,NA,NA,Scindia Steam,NA,NA,NA
Scope Ind,21.97,  new,0.00%,-%,7.78,10.00,35.29,0.00,1,-,-,-,NA,NA,NA,Scope Ind,NA,NA,NA
Seagull Leafin,1.06,  new,0.00%,-%,* -,1.00,21.91,0.00,1,-,-,-,NA,NA,NA,Seagull Leafin,NA,NA,NA
Seasons Furnish,14.75, 100 new,0.00%,-%,-,10.00,23.65,5.17,1,-,-,0.47,8.41,4.10,6.99,Seasons Furnish,NA,NA,NA
Secunbad Health,18.76, 100 new,0.00%,-%,-,10.00,54.86,8.12,1,48.50,-,0.05,1.98,0.86,0.97,Secunbad Health,NA,NA,NA
Serene Ind,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Serene Ind,NA,NA,NA
Setco Auto,15.93, 43.42 new,40.00%,1.98%,1.44,2.00,32.18,539.06,1,15.06,28.02,2.53,53.80,33.45,40.35,Setco Auto,53.95,33.30,40.20
Shah Foods,34.87, 90.18 new,0.00%,-%,7.27,10.00,55.93,5.98,1,10.29,13.76,2.87,104.75,53.60,100.00,Shah Foods,NA,NA,NA
Shahi Shipping,14.29, 100 new,0.00%,-%,-,10.00,14.21,13.78,1,8.89,-,0.67,13.68,9.51,9.51,Shahi Shipping,NA,NA,NA
Shakti Met-Dor,185.42,  new,20.00%,-%,27.48,10.00,7.07,0.00,1,-,-,-,NA,NA,NA,Shakti Met-Dor,NA,NA,NA
Shalimar Agenci,11.62,  new,0.00%,-%,-,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,Shalimar Agenci,NA,NA,NA
Shalimar Prod,1.03,  new,0.00%,-%,* -,1.00,43.78,48.23,1,-,-,0.48,0.52,0.37,0.49,Shalimar Prod,NA,NA,NA
Shalimar Wires,-40.84,  new,0.00%,-%,5.79,2.00,55.15,42.61,1,1.52,1.96,-,11.33,3.07,11.33,Shalimar Wires,NA,NA,NA
Shamken Multifa,-21.96,  new,0.00%,-%,-,10.00,17.75,0.00,1,-,-,-,NA,NA,NA,Shamken Multifa,NA,NA,NA
Shamken Spinner,-14.80,  new,0.00%,-%,* -,10.00,14.36,0.00,1,-,-,-,NA,NA,NA,Shamken Spinner,NA,NA,NA
Shanthi Gears,37.49, 55.61 new,0.00%,-%,2.78,1.00,45.28,"1,197.95",1,29.56,52.73,3.91,167.60,93.40,146.60,Shanthi Gears,167.90,98.50,146.50
Shanti Educatio,24.65,  new,0.00%,-%,* -,10.00,56.05,185.07,800,-,-,4.66,141.00,92.00,114.95,Shanti Educatio,NA,NA,NA
Shaper Chemical,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shaper Chemical,NA,NA,NA
Sharad Fibres,-88.54,  new,0.00%,-%,0.28,10.00,24.04,0.00,100,-,-,-,NA,NA,NA,Sharad Fibres,NA,NA,NA
Sharda Ispat,15.48,  new,0.00%,-%,4.08,10.00,15.09,18.28,1,7.91,8.82,2.33,36.15,11.16,36.00,Sharda Ispat,NA,NA,NA
Sharda Motor,482.05, 58.66 new,125.00%,0.47%,94.13,10.00,37.22,"1,587.61",1,15.01,28.36,5.54,3000.00,950.10,2669.90,Sharda Motor,3007.50,949.00,2658.80
Sharda Textiles,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sharda Textiles,NA,NA,NA
Shardatery,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shardatery,NA,NA,NA
Sharon Bio Medi,-16.41, 74.63 new,0.00%,-%,-,2.00,29.58,70.89,1,-,-,-,14.20,4.98,5.96,Sharon Bio Medi,14.40,4.95,5.95
Sharp India,-0.26,  new,0.00%,-%,-,10.00,6.16,207.03,1,-,-,-,117.00,53.65,79.80,Sharp India,NA,NA,NA
Sharp Industrie,56.66,  new,0.00%,-%,8.37,10.00,23.10,0.00,1,-,-,-,NA,NA,NA,Sharp Industrie,NA,NA,NA
Shashank Trader,9.77,  new,NA,-%,-,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,Shashank Trader,NA,NA,NA
Shayona Petro,8.73,  new,0.00%,-%,0.36,10.00,26.49,0.00,1,-,-,-,NA,NA,NA,Shayona Petro,NA,NA,NA
Sheetal Filamen,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sheetal Filamen,NA,NA,NA
Sheetal Sec,1.37,  new,0.00%,-%,0.17,1.00,16.93,0.00,1,-,-,-,NA,NA,NA,Sheetal Sec,NA,NA,NA
Shell Mercant,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shell Mercant,NA,NA,NA
Shemaroo Ent,159.54, 82.85 new,14.00%,0.37%,22.69,10.00,43.78,"1,023.14",1,15.54,16.59,2.36,439.45,294.00,376.40,Shemaroo Ent,439.90,265.70,373.50
Shipping Corp,151.27, 36.54 new,0.00%,-%,2.91,10.00,14.21,"3,831.20",1,5.46,28.26,0.54,92.00,55.75,82.25,Shipping Corp,91.80,55.50,82.25
Shivani Vanas,-8.78,  new,0.00%,-%,* -,10.00,12.10,0.00,100,-,-,-,NA,NA,NA,Shivani Vanas,NA,NA,NA
Shivansh Finser,10.08, 100 new,0.00%,-%,0.17,10.00,39.26,1.34,1,12.59,12.59,0.21,28.80,2.00,2.14,Shivansh Finser,NA,NA,NA
Shrachi Sec,38.68,  new,18.00%,-%,5.89,0.00,60.00,0.00,1,-,-,-,NA,NA,NA,Shrachi Sec,NA,NA,NA
Shree Acids,-15.86,  new,0.00%,-%,* -,0.00,0.60,0.00,1,-,-,-,NA,NA,NA,Shree Acids,NA,NA,NA
Shree Araveli,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shree Araveli,NA,NA,NA
Shree Bhikshu,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shree Bhikshu,NA,NA,NA
Shree Global,3.78, 100 new,0.00%,-%,-,1.00,51.24,330.46,1,-,-,0.77,3.80,2.08,2.90,Shree Global,NA,NA,NA
Shree Kr Paper,14.37,  new,0.00%,-%,17.84,10.00,11.71,38.06,1,1.40,1.58,1.96,28.15,7.00,28.15,Shree Kr Paper,NA,NA,NA
Shree Metalloys,12.62,  new,0.00%,-%,0.33,10.00,55.13,9.38,1,24.45,54.09,1.41,17.85,8.18,17.85,Shree Metalloys,NA,NA,NA
Shree Pacetroni,14.20, 100 new,0.00%,-%,-,10.00,35.94,3.60,1,12.82,-,0.70,14.25,9.03,10.00,Shree Pacetroni,NA,NA,NA
Shree Raj Trave,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shree Raj Trave,NA,NA,NA
Shree Rang Mark,5.10,  new,0.15%,-%,0.09,5.00,39.26,0.00,1,-,-,-,NA,NA,NA,Shree Rang Mark,NA,NA,NA
Shree Shakti,7.33,  new,NA,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,Shree Shakti,NA,NA,NA
Shree Synthetic,-139.27,  new,0.00%,-%,* -,10.00,7.56,0.00,1,-,-,-,NA,NA,NA,Shree Synthetic,NA,NA,NA
Shree Vaishnavi,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shree Vaishnavi,NA,NA,NA
Shree Yaax Phar,11.29,  new,0.00%,-%,1.06,10.00,30.64,0.00,1,-,-,-,NA,NA,NA,Shree Yaax Phar,NA,NA,NA
Shreejal Info,0.91,  new,0.00%,-%,* -,1.00,18.51,0.00,1,-,-,-,NA,NA,NA,Shreejal Info,NA,NA,NA
Shreeji Ind,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shreeji Ind,NA,NA,NA
Shreenath Inves,309.39,  new,0.00%,-%,513.84,10.00,27.21,0.00,50,-,-,-,NA,NA,NA,Shreenath Inves,NA,NA,NA
Shri Ambuja Pet,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shri Ambuja Pet,NA,NA,NA
Shri Gang Inds,-70.36,  new,0.00%,-%,-,10.00,17.19,0.00,100,-,-,-,NA,NA,NA,Shri Gang Inds,NA,NA,NA
Shri Karthik,6.68, 100 new,0.00%,-%,1.43,5.00,11.71,26.62,1,8.49,9.74,2.09,16.21,5.11,13.93,Shri Karthik,NA,NA,NA
Shri Lakshmi Co,-610.48,  new,0.00%,-%,-,10.00,24.04,0.00,1,-,-,-,NA,NA,NA,Shri Lakshmi Co,NA,NA,NA
Shri Niranjan,8.15,  new,0.00%,-%,0.14,10.00,31.30,0.00,1,-,-,-,NA,NA,NA,Shri Niranjan,NA,NA,NA
Shri Ram Switch,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shri Ram Switch,32.45,19.00,21.40
Shri Rama Multi,1.55, 100 new,0.00%,-%,-,5.00,23.10,98.38,1,9.81,-,10.00,19.70,7.65,15.50,Shri Rama Multi,19.75,7.95,16.00
Shri Ramrupai,24.82,  new,0.00%,-%,6.08,10.00,26.91,0.00,1,-,-,-,NA,NA,NA,Shri Ramrupai,NA,NA,NA
Shri Vardhman,-21.09,  new,0.00%,-%,* -,10.00,6.10,0.00,100,-,-,-,NA,NA,NA,Shri Vardhman,NA,NA,NA
Shriram Asset,8.69,  new,0.00%,-%,-,10.00,39.26,29.28,1,-,-,5.62,59.40,32.90,48.80,Shriram Asset,NA,NA,NA
Shrishma Fine,-10.63,  new,0.00%,-%,* -,10.00,31.17,0.00,100,-,-,-,NA,NA,NA,Shrishma Fine,NA,NA,NA
Shristi Infra,180.07, 98.35 new,0.00%,-%,0.98,10.00,35.29,699.30,1,201.92,321.43,1.75,375.00,179.65,315.00,Shristi Infra,NA,NA,NA
Shubham Ind,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Shubham Ind,NA,NA,NA
Shukun Cons,2.37,  new,0.00%,-%,* -,1.00,20.88,0.00,1,-,-,-,NA,NA,NA,Shukun Cons,NA,NA,NA
Sibar Media,7.06,  new,0.00%,-%,-,10.00,36.25,0.00,1,-,-,-,NA,NA,NA,Sibar Media,NA,NA,NA
Sica Breweries,NA,  new,25.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Sica Breweries,NA,NA,NA
Siddha Venture,6.67,  new,0.00%,-%,0.02,10.00,39.26,1.03,1,51.50,51.50,0.15,1.56,0.52,1.03,Siddha Venture,NA,NA,NA
Siddhartha Phar,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Siddhartha Phar,NA,NA,NA
Siddhartha Supe,-1.60,  new,0.00%,-%,-,10.00,65.95,0.00,50,-,-,-,NA,NA,NA,Siddhartha Supe,NA,NA,NA
Siddhartha Tube,-403.45,  new,0.00%,-%,-,10.00,20.73,0.00,1,-,-,-,NA,NA,NA,Siddhartha Tube,NA,NA,NA
Siddhi Vinayak,18.95,  new,0.00%,-%,* -,10.00,27.83,29.91,3000,-,-,2.74,60.00,26.10,52.00,Siddhi Vinayak,NA,NA,NA
Siemens Vdo,26.66,  new,0.00%,-%,8.31,10.00,6.94,0.00,1,-,-,-,NA,NA,NA,Siemens Vdo,NA,NA,NA
Silkon Silk,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Silkon Silk,NA,NA,NA
Simco Ind,-19.09,  new,0.00%,-%,* -,10.00,16.78,0.00,100,-,-,-,NA,NA,NA,Simco Ind,NA,NA,NA
Simco Trading,39.26,  new,0.00%,-%,5.79,10.00,26.39,0.00,50,-,-,-,NA,NA,NA,Simco Trading,NA,NA,NA
Sindhu Trade,64.16,  new,0.00%,-%,14.48,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Sindhu Trade,NA,NA,NA
Sinnar Bidi,224.00,  new,0.00%,-%,5.00,10.00,9.65,0.00,50,-,-,-,NA,NA,NA,Sinnar Bidi,NA,NA,NA
Sita Shree Food,-41.00, 76.27 new,0.00%,-%,-,10.00,55.93,12.80,1,-,-,-,15.40,3.69,4.60,Sita Shree Food,15.25,3.35,4.65
Siyaram Silk,641.90, 71.07 new,110.00%,0.50%,100.84,10.00,22.67,"2,063.60",1,13.84,21.83,3.43,2499.00,994.00,2201.40,Siyaram Silk,2500.00,995.00,2198.40
Skip Plastics,-18.57,  new,0.00%,-%,-,10.00,31.06,0.00,100,-,-,-,NA,NA,NA,Skip Plastics,NA,NA,NA
Sky Industries,37.54, 100 new,0.00%,-%,1.73,10.00,6.79,21.93,1,13.30,28.90,1.33,52.95,18.00,50.00,Sky Industries,NA,NA,NA
Skyhigh Project,0.80,  new,0.00%,-%,0.01,1.00,23.93,0.00,1,-,-,-,NA,NA,NA,Skyhigh Project,NA,NA,NA
Skylead Chemica,-22.50,  new,0.00%,-%,-,10.00,32.81,0.00,100,-,-,-,NA,NA,NA,Skylead Chemica,NA,NA,NA
Skyline NEPC,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Skyline NEPC,NA,NA,NA
Skyline Venture,11.48,  new,0.00%,-%,-,10.00,27.66,4.65,1,-,-,1.31,29.25,10.45,15.00,Skyline Venture,NA,NA,NA
Smelters India ,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Smelters India ,NA,NA,NA
Sneh Constructi,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sneh Constructi,NA,NA,NA
Snhehadhara Ind,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Snhehadhara Ind,NA,NA,NA
Snowcem India,-120.49,  new,0.00%,-%,* -,10.00,42.25,0.00,1,-,-,-,NA,NA,NA,Snowcem India,NA,NA,NA
Snowman Logist,25.66, 49.49 new,0.00%,-%,-,10.00,49.59,936.53,1,27.89,-,2.18,93.85,48.25,56.05,Snowman Logist,93.95,48.10,56.15
Socrus Bio Scie,0.43,  new,0.00%,-%,-,10.00,30.96,0.00,1,-,-,-,NA,NA,NA,Socrus Bio Scie,NA,NA,NA
Softech Infi,10.07,  new,0.00%,-%,0.42,10.00,18.51,0.00,1,-,-,-,NA,NA,NA,Softech Infi,NA,NA,NA
Softsol India,103.54,  new,12.00%,3.00%,1.61,10.00,18.51,70.41,1,12.38,24.84,0.39,54.90,32.80,40.00,Softsol India,NA,NA,NA
Solar Ind,72.78, 81.15 new,100.00%,0.22%,14.65,2.00,57.59,"8,173.51",1,53.83,61.66,12.41,921.00,589.50,903.25,Solar Ind,920.00,588.00,899.10
Solidaire,-59.68,  new,0.00%,-%,* -,10.00,7.99,0.00,100,-,-,-,NA,NA,NA,Solidaire,NA,NA,NA
Solitaire Invt,10.97,  new,0.00%,-%,-,10.00,27.21,0.00,50,-,-,-,NA,NA,NA,Solitaire Invt,NA,NA,NA
Som Distillerie,51.06, 15.60 new,15.00%,1.06%,5.06,10.00,94.25,388.89,1,22.22,27.92,2.77,208.40,109.00,141.30,Som Distillerie,210.90,110.30,140.10
Soma Textile,-2.62, 87.53 new,0.00%,-%,-,10.00,13.25,46.81,1,-,-,-,17.14,6.46,14.17,Soma Textile,17.05,6.55,14.15
Somani Cement,-57.49,  new,0.00%,-%,-,10.00,45.64,0.00,1,-,-,-,NA,NA,NA,Somani Cement,NA,NA,NA
Somani Iron,-133.17,  new,0.00%,-%,* -,10.00,0.73,0.00,100,-,-,-,NA,NA,NA,Somani Iron,NA,NA,NA
Somani Swiss,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Somani Swiss,NA,NA,NA
Somany Ceramics,119.36, 29.39 new,115.00%,0.29%,20.31,2.00,34.04,"3,352.42",1,30.09,38.95,6.63,865.00,471.05,791.05,Somany Ceramics,851.95,470.05,792.05
Sonal Internati,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sonal Internati,NA,NA,NA
Sonal Sil Chem ,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sonal Sil Chem ,NA,NA,NA
Sonata,43.38, 61.93 new,550.00%,3.31%,13.05,1.00,18.51,"1,747.75",1,12.33,12.74,3.83,224.50,142.95,166.20,Sonata,224.00,143.00,166.50
Sonu Synthetics,-38.08,  new,0.00%,-%,* -,10.00,9.41,0.00,100,-,-,-,NA,NA,NA,Sonu Synthetics,NA,NA,NA
Sony Entertain,,,,,,,,,,,,,,,,Sony Entertain,,,
Soundcraft Ind,23.68,  new,2.00%,-%,5.75,2.00,17.01,0.00,1,-,-,-,NA,NA,NA,Soundcraft Ind,NA,NA,NA
Southern Shelte,11.60,  new,0.00%,-%,0.04,10.00,7.21,0.00,100,-,-,-,NA,NA,NA,Southern Shelte,NA,NA,NA
Sov Gold Tr-VI,NA, 93.30 new,NA,-%,-,NA,-,0.00,NA,-,-,-,2836.00,2640.10,2754.92,Sov Gold Tr-VI,NA,NA,NA
Spark Plugs Com,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Spark Plugs Com,NA,NA,NA
Sparkle Foods,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sparkle Foods,NA,NA,NA
Special Papers,8.68, 98.92 new,0.00%,-%,-,10.00,11.71,6.09,1,13.00,-,0.04,0.99,0.36,0.39,Special Papers,NA,NA,NA
Spectrum Foods ,5.02,  new,0.00%,-%,-,10.00,55.93,41.24,1,25.09,-,16.94,93.80,32.95,85.05,Spectrum Foods ,NA,NA,NA
