,**MARKET CAP (Rs Cr),BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
TCPL Packaging,,204.51, 93.32 new,62.50%,0.95%,38.17,10.00,18.03,569.89,1,9.15,17.16,3.20,780.00,486.00,655.05,TCPL Packaging,NA,NA,NA
TD Power System,,148.67, 62.85 new,30.50%,1.33%,0.03,10.00,40.23,760.97,1,27.35,"7,631.67",1.54,271.00,155.00,228.95,TD Power System,269.90,153.00,227.15
TMT India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,TMT India,NA,NA,NA
TPI India,,-1.73,  new,0.00%,-%,-,1.00,22.85,0.00,1,-,-,-,NA,NA,NA,TPI India,NA,NA,NA
TRC Finance,,5.29,  new,0.00%,-%,* -,10.00,39.26,3.36,1,-,-,1.27,6.71,2.69,6.71,TRC Finance,NA,NA,NA
TT Finance,,10.84,  new,NA,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,TT Finance,NA,NA,NA
TV 18,,56.51,  new,0.00%,-%,2.49,5.00,19.03,0.00,1,-,-,-,NA,NA,NA,TV 18,NA,NA,NA
TVS Autolec,,40.58,  new,10.00%,-%,6.40,0.00,137.00,0.00,1,-,-,-,NA,NA,NA,TVS Autolec,NA,NA,NA
TVS Electronics,,27.62, 38.89 new,0.00%,-%,3.85,10.00,22.89,360.90,1,22.26,50.36,7.02,231.90,87.65,193.90,TVS Electronics,231.90,82.50,193.55
TVS Lakshmi,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,TVS Lakshmi,NA,NA,NA
Taaza Inter,,15.39,  new,0.00%,-%,-,10.00,85.51,9.53,1,-,-,0.85,13.83,5.41,13.13,Taaza Inter,NA,NA,NA
Tainwala,,78.69, 90.91 new,25.00%,0.52%,14.46,10.00,33.56,376.75,1,26.66,33.40,6.14,592.50,291.30,483.00,Tainwala,605.00,293.10,484.25
Talbros Eng,,168.67, 62.83 new,0.00%,-%,27.54,10.00,64.71,117.23,1,10.99,16.77,2.74,530.00,182.10,461.85,Talbros Eng,NA,NA,NA
Tamboli Capital,,13.73, 96.95 new,0.00%,-%,1.24,10.00,39.26,91.26,1,73.60,74.19,6.70,143.80,58.00,92.00,Tamboli Capital,NA,NA,NA
Tamil Dadha,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tamil Dadha,NA,NA,NA
Tamil JaiBharat,,0.32, 100 new,0.00%,-%,-,10.00,10.59,17.94,1,-,-,14.09,5.82,3.19,4.51,Tamil JaiBharat,NA,NA,NA
Tamil Telecom,,-15.27, 100 new,0.00%,-%,-,10.00,29.67,7.54,1,-,-,-,4.66,1.62,1.65,Tamil Telecom,4.20,1.85,1.95
Tamilnad Hospit,,-104.16,  new,0.00%,-%,* -,10.00,40.51,0.00,100,-,-,-,NA,NA,NA,Tamilnad Hospit,NA,NA,NA
Taneja Aerospac,,34.37, 97.94 new,0.00%,-%,0.23,5.00,24.21,155.19,1,42.93,270.65,1.81,68.95,39.50,62.25,Taneja Aerospac,NA,NA,NA
Tanfac Ind,,3.80, 56.32 new,0.00%,-%,3.74,10.00,17.90,60.25,1,7.11,16.15,15.89,107.50,31.85,60.40,Tanfac Ind,NA,NA,NA
Tapuriah Steels,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tapuriah Steels,NA,NA,NA
Tarai Foods,,-15.76,  new,0.00%,-%,0.60,10.00,55.93,10.09,1,8.25,9.48,-,6.05,2.41,5.69,Tarai Foods,NA,NA,NA
Tarang Projects,,10.13,  new,0.00%,-%,0.24,10.00,33.58,0.00,1,-,-,-,NA,NA,NA,Tarang Projects,NA,NA,NA
Tarapur Trans,,25.47, 100 new,0.00%,-%,-,10.00,17.85,15.39,1,-,-,0.31,11.25,4.20,7.89,Tarapur Trans,11.30,4.55,7.50
Tariff Cine,,36.22,  new,0.00%,-%,17.96,10.00,27.21,0.00,50,-,-,-,NA,NA,NA,Tariff Cine,NA,NA,NA
Tashi India Ltd,,126.30,  new,0.00%,-%,2.63,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,Tashi India Ltd,NA,NA,NA
Tata Chemicals,,347.60, 56.28 new,110.00%,1.78%,27.19,10.00,15.42,"15,742.66",1,18.63,22.73,1.78,665.10,445.50,617.95,Tata Chemicals,666.50,444.50,619.90
Tata Comm,,324.74, 20.97 new,60.00%,0.90%,19.91,10.00,29.08,"19,092.15",1,14.34,33.65,2.06,784.00,430.00,669.90,Tata Comm,783.90,430.25,671.10
Tata Construct,,-24.62,  new,0.00%,-%,-,10.00,21.03,0.00,50,-,-,-,NA,NA,NA,Tata Construct,NA,NA,NA
Tata Global Bev,,59.96, 38.95 new,235.00%,1.39%,4.37,1.00,32.72,"10,703.96",1,35.71,38.81,2.83,179.25,114.50,169.60,Tata Global Bev,179.30,114.25,169.55
Tata Infotech,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tata Infotech,NA,NA,NA
Tata Motors,,65.80, 29.61 new,25.00%,0.11%,-,2.00,39.27,"150,945.56",1,308.68,-,6.76,598.60,417.10,444.50,Tata Motors,598.40,417.25,444.60
Tata Motors (W),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tata Motors (W),NA,NA,NA
Tata Steel FPO,,,,,,,,,,,,,,,,,Tata Steel FPO,,,
Tatanagar Brick,,0.00,  new,NA,-%,* -,10.00,4.87,0.00,100,-,-,-,NA,NA,NA,Tatanagar Brick,NA,NA,NA
Teaktex Process,,-28.52,  new,0.00%,-%,* -,10.00,4.39,0.00,100,-,-,-,NA,NA,NA,Teaktex Process,NA,NA,NA
Technojet Consl,,45.29,  new,0.00%,-%,-,10.00,33.28,0.00,1,-,-,-,NA,NA,NA,Technojet Consl,NA,NA,NA
Teem Labs,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Teem Labs,NA,NA,NA
Teknomin Aqua,,0.22,  new,0.00%,-%,0.20,10.00,10.26,0.00,100,-,-,-,NA,NA,NA,Teknomin Aqua,NA,NA,NA
Teledata Info,,36.11,  new,0.00%,-%,-,2.00,18.34,0.00,1,-,-,-,NA,NA,NA,Teledata Info,NA,NA,NA
Telematics Syst,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Telematics Syst,NA,NA,NA
Teletek India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Teletek India,NA,NA,NA
Tera Software,,61.64,  new,12.00%,-%,8.83,10.00,18.17,0.00,1,-,-,-,NA,NA,NA,Tera Software,NA,NA,NA
Terryfab India,,-18.64,  new,0.00%,-%,-,10.00,17.18,0.00,100,-,-,-,NA,NA,NA,Terryfab India,NA,NA,NA
Texel Ind,,15.74,  new,0.00%,-%,2.13,10.00,23.10,0.00,100,-,-,-,NA,NA,NA,Texel Ind,NA,NA,NA
Textool,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Textool,NA,NA,NA
Thacker,,93.04,  new,0.00%,-%,-,1.00,39.26,0.00,1,-,-,-,NA,NA,NA,Thacker,NA,NA,NA
Thapar Agro Mil,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Thapar Agro Mil,NA,NA,NA
Thapar Exports,,-9.73,  new,0.00%,-%,-,10.00,27.41,0.00,100,-,-,-,NA,NA,NA,Thapar Exports,NA,NA,NA
Thapar Finance ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Thapar Finance ,NA,NA,NA
Thapar Oils,,-1.60,  new,0.00%,-%,* -,10.00,16.95,0.00,100,-,-,-,NA,NA,NA,Thapar Oils,NA,NA,NA
The Grob Tea,,319.12, 6.71 new,20.00%,0.69%,7.73,10.00,32.72,0.00,1,7.29,-,0.91,NA,NA,NA,The Grob Tea,609.40,220.70,290.05
The Hi-Tech Gea,,99.24, 70.81 new,30.00%,0.81%,10.86,10.00,45.28,696.29,1,15.88,34.16,3.74,400.00,265.55,371.00,The Hi-Tech Gea,410.00,263.40,374.00
The Western Ind,,NA, 100 new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,The Western Ind,87.00,10.00,49.85
Thejo Engg,,215.77,  new,0.00%,-%,* -,10.00,27.65,0.00,600,-,-,1.48,NA,NA,NA,Thejo Engg,375.00,160.00,320.00
Themis Medicare,,91.08, 45.92 new,0.00%,-%,19.39,10.00,29.58,474.83,1,19.50,27.08,5.76,708.95,488.80,525.00,Themis Medicare,709.00,485.55,518.90
Thermax,,202.24, 79.87 new,300.00%,0.69%,12.15,2.00,27.65,"10,414.26",1,49.52,71.93,4.32,1070.85,737.50,874.00,Thermax,1070.00,731.15,870.25
Thirani Project,,10.31,  new,0.00%,-%,0.06,10.00,39.26,20.21,1,166.67,166.67,0.97,10.00,10.00,10.00,Thirani Project,NA,NA,NA
Thomas Scott,,21.99, 100 new,0.00%,-%,1.62,10.00,40.41,7.05,1,12.38,12.84,0.95,20.80,11.55,20.80,Thomas Scott,20.80,11.10,20.35
Tilak Ventures,,2.12,  new,0.00%,-%,* -,1.00,39.26,0.00,1,-,-,-,NA,NA,NA,Tilak Ventures,NA,NA,NA
Timken,,90.86, 74.36 new,10.00%,0.14%,14.29,10.00,36.58,"4,869.14",1,38.62,50.11,7.88,815.40,515.00,716.05,Timken,816.00,498.00,719.95
Tinplate,,59.44, 23.51 new,20.00%,1.44%,3.82,10.00,28.68,"1,450.69",1,13.71,36.28,2.33,153.00,64.00,138.60,Tinplate,153.00,64.55,138.60
Tirupati Fin,,10.92,  new,0.00%,-%,0.29,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Tirupati Fin,NA,NA,NA
Tirupati Starch,,19.08, 100 new,0.00%,-%,2.04,10.00,55.93,16.94,1,2.91,13.63,1.46,35.60,16.25,27.80,Tirupati Starch,NA,NA,NA
Titan Bio-Tech,,30.80, 100 new,7.50%,1.21%,3.02,10.00,60.14,47.79,1,15.25,20.45,2.00,79.80,33.20,61.75,Titan Bio-Tech,NA,NA,NA
Tivoli Const,,24.20,  new,0.00%,-%,-,10.00,22.59,0.00,100,-,-,-,NA,NA,NA,Tivoli Const,NA,NA,NA
Tonira Pharma,,15.43,  new,0.00%,-%,-,10.00,36.15,0.00,1,-,-,-,NA,NA,NA,Tonira Pharma,NA,NA,NA
Toor Spinners,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Toor Spinners,NA,NA,NA
Torrent Cab_D,,88.84,  new,40.00%,-%,39.95,0.00,239.90,0.00,1,-,-,-,NA,NA,NA,Torrent Cab_D,NA,NA,NA
TorrentPowerAEC,,128.31,  new,30.00%,-%,20.70,10.00,20.08,0.00,1,-,-,-,NA,NA,NA,TorrentPowerAEC,NA,NA,NA
Tourism Finance,,72.41, 58.94 new,18.00%,1.69%,8.73,10.00,10.08,860.84,1,12.12,12.22,1.47,117.45,40.70,106.65,Tourism Finance,117.35,40.65,106.60
Trans Agro Tech,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Trans Agro Tech,NA,NA,NA
Transchem,,31.03, 72.73 new,0.00%,-%,-,10.00,29.58,41.74,1,69.59,-,1.10,38.65,15.15,34.10,Transchem,NA,NA,NA
Transgene Biote,,17.82, 100 new,0.00%,-%,-,10.00,35.94,20.91,1,-,-,0.15,3.49,1.69,2.76,Transgene Biote,NA,NA,NA
Transoceanic,,11.71,  new,0.00%,-%,-,10.00,23.93,0.00,50,-,-,-,NA,NA,NA,Transoceanic,NA,NA,NA
Transpek,,214.60, 83.12 new,75.00%,0.69%,52.62,10.00,46.30,607.77,1,15.99,20.68,5.07,1190.00,402.00,1088.10,Transpek,NA,NA,NA
Treadsdirect,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Treadsdirect,NA,NA,NA
Trend East West,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Trend East West,NA,NA,NA
Tri Star Soya,,3.00,  new,0.00%,-%,-,10.00,13.68,0.00,50,-,-,-,NA,NA,NA,Tri Star Soya,NA,NA,NA
Trigon Zinco,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Trigon Zinco,NA,NA,NA
Trijal Ind,,0.86, 100 new,0.00%,-%,-,10.00,39.26,0.60,1,-,-,1.40,2.65,1.20,1.20,Trijal Ind,NA,NA,NA
Trilogic Digi,,14.05, 100 new,0.00%,-%,-,10.00,43.78,4.53,1,-,-,0.13,11.19,1.80,1.80,Trilogic Digi,NA,NA,NA
Trina Quebec,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Trina Quebec,NA,NA,NA
Trinethra Infra,,5.94,  new,10.00%,-%,1.84,2.00,35.29,0.00,1,-,-,-,NA,NA,NA,Trinethra Infra,NA,NA,NA
Trinity Trade,,1.01, 100 new,0.30%,0.61%,* -,1.00,12.97,12.87,1,49.00,-,0.49,0.51,0.49,0.49,Trinity Trade,NA,NA,NA
Trishakti Elect,,28.00,  new,0.00%,-%,0.25,10.00,39.26,2.03,1,9.47,27.28,0.24,12.32,5.65,6.82,Trishakti Elect,NA,NA,NA
Triveni Engg,,32.43, 58.79 new,0.00%,-%,9.05,1.00,7.85,"2,086.78",1,7.18,8.94,2.49,100.00,47.20,80.90,Triveni Engg,99.90,48.70,81.00
Triveni Turbine,,11.99, 62.23 new,120.00%,0.84%,3.52,1.00,40.23,"4,735.10",1,36.15,40.77,11.97,167.00,112.00,143.50,Triveni Turbine,167.25,112.15,142.20
Tulip Telecom,,45.34,  new,0.00%,-%,-,2.00,29.08,0.00,1,-,-,-,NA,NA,NA,Tulip Telecom,NA,NA,NA
Tungabhadra Pul,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tungabhadra Pul,NA,NA,NA
Turbotech Engg,,9.62,  new,0.00%,-%,-,10.00,18.51,0.00,1,-,-,-,NA,NA,NA,Turbotech Engg,NA,NA,NA
Tuticorin Alkal,,-120.35, 100 new,0.00%,-%,-,10.00,15.42,16.36,1,-,-,-,18.56,7.08,11.06,Tuticorin Alkal,NA,NA,NA
Twin Roses Trad,,14.13,  new,0.00%,-%,-,10.00,30.76,0.00,50,-,-,-,NA,NA,NA,Twin Roses Trad,NA,NA,NA
UP Hotels,,138.79,  new,10.00%,-%,8.68,10.00,59.12,0.00,1,-,-,-,NA,NA,NA,UP Hotels,NA,NA,NA
UTI Grand Maste,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UTI Grand Maste,NA,NA,NA
UTI Sunder,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UTI Sunder,NA,NA,NA
UTI-US64(REINV),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UTI-US64(REINV),NA,NA,NA
UV Boards,,5.21, 100 new,0.00%,-%,-,2.00,32.84,37.04,1,-,-,4.66,31.50,15.65,24.30,UV Boards,NA,NA,NA
Ube Industries,,19.64,  new,0.00%,-%,* -,10.00,17.16,0.00,100,-,-,-,NA,NA,NA,Ube Industries,NA,NA,NA
Uflex,,282.75, 54.14 new,32.00%,0.72%,26.80,10.00,23.10,"3,202.58",1,8.40,16.55,1.57,462.00,225.00,443.50,Uflex,461.45,223.90,444.20
Ujjivan Financi,,146.73, 57.06 new,0.00%,-%,17.35,10.00,39.26,"3,881.24",1,18.70,18.70,2.21,547.00,285.00,324.40,Ujjivan Financi,547.50,284.85,323.10
Ultracab India,,14.12, 28.31 new,0.00%,-%,* -,10.00,20.86,152.68,1,-,-,8.50,158.40,100.00,120.00,Ultracab India,NA,NA,NA
Unicorn Organic,,-6.84,  new,0.00%,-%,* -,10.00,23.26,0.00,100,-,-,-,NA,NA,NA,Unicorn Organic,NA,NA,NA
Unified Agro,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Unified Agro,NA,NA,NA
Uniflex Cables,,-22.05,  new,0.00%,-%,-,10.00,25.93,0.00,1,-,-,-,NA,NA,NA,Uniflex Cables,NA,NA,NA
Unique Estates,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Unique Estates,NA,NA,NA
Unique Oils Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Unique Oils Ind,NA,NA,NA
Uniroyal,,18.80, 100 new,0.00%,-%,0.72,10.00,10.82,8.37,1,3.24,14.06,0.54,13.36,5.13,10.12,Uniroyal,NA,NA,NA
Unitech,,35.87, 28.60 new,0.00%,-%,-,2.00,35.29,"2,273.57",1,-,-,0.24,9.87,3.89,8.69,Unitech,9.85,3.85,8.70
United Bank,,46.08, 65.45 new,0.00%,-%,1.57,10.00,20.79,"2,725.97",1,8.43,12.45,0.42,29.25,18.15,19.55,United Bank,29.45,17.50,19.50
United Drilling,,97.93, 100 new,0.00%,-%,20.39,10.00,27.65,259.80,1,9.46,12.46,2.59,280.80,63.20,254.00,United Drilling,NA,NA,NA
United Western,,25.87,  new,0.00%,-%,-,0.00,25.90,0.00,1,-,-,-,NA,NA,NA,United Western,NA,NA,NA
Unity Infraproj,,-85.92, 67.29 new,0.00%,-%,-,2.00,27.66,91.99,1,-,-,-,13.80,6.35,7.61,Unity Infraproj,13.85,6.10,7.65
Universal,,-2.29, 100 new,0.00%,-%,-,10.00,51.24,4.38,1,-,-,-,6.40,2.67,2.99,Universal,NA,NA,NA
Universal Cable,,61.89, 48.88 new,0.00%,-%,8.18,10.00,20.86,412.01,1,8.71,14.52,1.92,125.00,65.25,118.75,Universal Cable,125.35,65.00,118.95
Universal Starc,,10.15,  new,0.00%,-%,-,10.00,55.93,10.92,1,-,-,2.56,44.25,19.90,26.00,Universal Starc,NA,NA,NA
Uniworth Securi,,14.86,  new,0.00%,-%,0.44,10.00,26.39,0.00,1,-,-,-,NA,NA,NA,Uniworth Securi,NA,NA,NA
Usha Intl,,305.05,  new,0.00%,-%,47.28,0.00,369.35,0.00,1,-,-,-,NA,NA,NA,Usha Intl,NA,NA,NA
UshaMartin Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UshaMartin Ind,NA,NA,NA
Ushakiran Fin,,7.46,  new,0.00%,-%,1.16,10.00,39.26,1.16,1,3.82,3.92,0.61,6.24,4.30,4.55,Ushakiran Fin,NA,NA,NA
Uttam Value,,-1.11, 77.80 new,0.00%,-%,-,1.00,23.39,323.80,1,-,-,-,0.86,0.32,0.49,Uttam Value,0.90,0.30,0.45
V B Industries,,76.05, 33.26 new,0.00%,-%,0.04,10.00,39.26,434.92,1,"6,636.00","8,295.00",4.36,382.00,280.00,331.80,V B Industries,NA,NA,NA
V-Guard Ind,,15.00, 20.13 new,70.00%,0.39%,3.57,1.00,52.97,"7,537.62",1,44.82,49.72,11.83,1848.00,153.00,177.50,V-Guard Ind,220.85,108.64,178.15
VBC Industries,,10.10,  new,0.00%,-%,-,10.00,37.92,0.00,1,-,-,-,NA,NA,NA,VBC Industries,NA,NA,NA
VGP Finance,,1.00,  new,0.00%,-%,* -,10.00,23.07,0.00,100,-,-,-,NA,NA,NA,VGP Finance,NA,NA,NA
VHEL Industries,,-35.38,  new,NA,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,VHEL Industries,NA,NA,NA
VIP Clothing,,13.43, 37.35 new,0.00%,-%,-,2.00,40.41,413.31,1,-,-,4.66,74.25,42.25,62.55,VIP Clothing,74.40,42.20,63.05
VIP Industries,,28.24, 45.16 new,48.00%,0.56%,5.38,2.00,33.56,"2,434.19",1,27.83,32.02,6.10,216.90,112.30,172.25,VIP Industries,217.00,112.10,172.45
VJTF,,10.15, 100 new,0.00%,-%,0.08,10.00,56.05,89.58,1,50.90,636.25,5.01,74.10,32.00,50.90,VJTF,NA,NA,NA
VMS Industries,,32.33,  new,0.00%,-%,0.60,10.00,27.83,24.79,1,17.50,25.08,0.47,18.00,13.75,15.05,VMS Industries,NA,NA,NA
VP Telecom,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,VP Telecom,NA,NA,NA
VST Tillers,,566.06, 80.74 new,150.00%,0.68%,79.19,10.00,43.68,"1,900.70",1,23.69,27.78,3.89,2487.00,1670.00,2200.00,VST Tillers,2495.00,1668.70,2223.80
Vadivarhe Speci,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vadivarhe Speci,133.25,42.00,111.30
Vakrangee,,39.01, 49.90 new,125.00%,0.28%,9.88,1.00,18.51,"23,381.02",1,39.22,44.70,11.32,458.75,163.80,441.65,Vakrangee,457.95,162.80,441.25
Valiant Comm,,40.13, 88.79 new,0.00%,-%,0.68,10.00,21.56,64.72,1,29.28,131.76,2.23,115.00,59.05,89.60,Valiant Comm,NA,NA,NA
Vallabh Poly,,-0.01,  new,0.00%,-%,-,10.00,23.10,0.00,1,-,-,-,NA,NA,NA,Vallabh Poly,NA,NA,NA
Valson Ind,,38.15, 100 new,10.00%,3.00%,3.10,10.00,24.04,25.55,1,5.12,10.76,0.87,42.85,27.60,33.35,Valson Ind,NA,NA,NA
Vama Ind,,3.12, 100 new,1.00%,0.07%,0.74,2.00,17.90,157.88,1,38.53,40.61,9.63,82.50,12.50,30.05,Vama Ind,NA,NA,NA
Vandana,,1.03, 100 new,0.00%,-%,* -,1.00,42.20,2.25,1,-,-,0.20,0.44,0.19,0.21,Vandana,NA,NA,NA
Vantech Ind,,40.71,  new,0.00%,-%,* -,0.00,4.05,0.00,100,-,-,-,NA,NA,NA,Vantech Ind,NA,NA,NA
Vapi Paper,,-27.64,  new,0.00%,-%,0.58,10.00,11.71,4.91,1,12.72,37.07,-,21.70,7.55,21.50,Vapi Paper,NA,NA,NA
Vardhman Acryli,,31.74, 80.59 new,50.00%,10.63%,4.42,10.00,9.59,0.00,1,9.58,-,1.48,NA,NA,NA,Vardhman Acryli,56.80,35.00,47.05
Vardhman Hold,,1441.19, 70.64 new,30.00%,0.09%,569.10,10.00,39.26,"1,094.90",1,6.03,6.03,2.38,3899.90,1200.00,3430.65,Vardhman Hold,3909.60,1217.40,3438.70
Vardhman Steels,,74.08, 58.69 new,0.00%,-%,5.96,10.00,18.00,457.63,1,12.29,23.90,1.92,168.30,51.81,142.45,Vardhman Steels,158.40,52.32,142.10
Varun Cements,,-45.16,  new,0.00%,-%,* -,10.00,7.65,0.00,100,-,-,-,NA,NA,NA,Varun Cements,NA,NA,NA
Varun Seacon,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Varun Seacon,NA,NA,NA
Vashisti Deter,,13.07,  new,0.00%,-%,-,10.00,16.74,0.00,1,-,-,-,NA,NA,NA,Vashisti Deter,NA,NA,NA
Vasundhara Ras,,23.92, 100 new,0.00%,-%,1.45,10.00,17.90,10.31,1,10.11,22.38,1.36,65.00,21.65,32.45,Vasundhara Ras,NA,NA,NA
Vaswani Ind,,29.01, 84.93 new,0.00%,-%,0.59,10.00,13.79,38.40,1,5.12,21.69,0.44,14.80,6.02,12.80,Vaswani Ind,14.90,5.60,13.10
Vatsa Education,,1.05,  new,0.00%,-%,* -,1.00,26.46,0.00,1,-,-,-,NA,NA,NA,Vatsa Education,NA,NA,NA
Vedanta,,214.59, 21.16 new,1945.00%,6.96%,32.57,1.00,10.65,"103,951.34",1,6.89,8.59,1.30,283.60,154.00,279.65,Vedanta,283.70,153.70,279.85
Vedvyas Cements,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vedvyas Cements,NA,NA,NA
Veer Energy,,48.32, 43.74 new,6.00%,2.52%,1.18,10.00,14.55,24.72,1,11.09,20.21,0.49,34.05,20.00,23.85,Veer Energy,NA,NA,NA
Vegepro Foods,,-2.21,  new,0.00%,-%,-,10.00,17.19,0.00,100,-,-,-,NA,NA,NA,Vegepro Foods,NA,NA,NA
Vegetable Prod,,0.61, 100 new,0.00%,-%,* -,1.00,15.59,44.99,1,-,-,6.75,5.63,2.52,4.12,Vegetable Prod,NA,NA,NA
Ventron Polymer,,-23.85,  new,0.00%,-%,-,10.00,35.42,0.00,1,-,-,-,NA,NA,NA,Ventron Polymer,NA,NA,NA
Ventura Guarant,,21.71,  new,0.00%,-%,2.98,10.00,26.39,0.00,50,-,-,-,NA,NA,NA,Ventura Guarant,NA,NA,NA
Ventura Text,,0.33,  new,0.00%,-%,-,10.00,22.67,9.06,1,-,-,14.88,11.97,4.71,4.91,Ventura Text,NA,NA,NA
Vibrant Invt,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vibrant Invt,NA,NA,NA
Vickers Systems,,51.74,  new,0.00%,-%,22.04,10.00,43.41,0.00,1,-,-,-,NA,NA,NA,Vickers Systems,NA,NA,NA
Victoria Mills,,3325.44, 100 new,50.00%,1.29%,120.88,100.00,13.25,38.14,1,31.60,32.02,1.16,4990.00,2400.00,3870.00,Victoria Mills,NA,NA,NA
Vidhi Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vidhi Ind,NA,NA,NA
Vijay Solvex,,288.56,  new,0.00%,-%,25.58,10.00,15.59,92.36,1,9.63,11.28,1.00,288.50,120.75,288.50,Vijay Solvex,NA,NA,NA
Vijaya Commer,,-67.54,  new,0.00%,-%,-,10.00,22.58,0.00,100,-,-,-,NA,NA,NA,Vijaya Commer,NA,NA,NA
Vikas Ecotech,,3.29, 57.50 new,5.00%,0.23%,0.83,1.00,28.32,596.19,1,21.73,25.66,6.47,25.45,11.88,21.30,Vikas Ecotech,25.45,11.80,21.35
Vikas Granaries,,40.30, 100 new,0.00%,-%,-,10.00,55.93,11.21,1,-,-,0.15,11.54,4.11,6.19,Vikas Granaries,NA,NA,NA
Vikram Thermo,,66.54, 51.79 new,15.00%,1.25%,8.82,10.00,29.58,66.99,1,10.69,13.61,1.80,151.95,76.50,120.00,Vikram Thermo,NA,NA,NA
Vinaditya Trad,,10.33,  new,0.00%,-%,-,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Vinaditya Trad,NA,NA,NA
Vinayak Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vinayak Ind,NA,NA,NA
Vindhya Telelin,,368.14, 24.30 new,70.00%,0.65%,56.74,10.00,29.67,"1,268.22",1,15.87,18.86,2.91,1097.85,510.65,1070.15,Vindhya Telelin,1096.25,541.10,1075.10
Vinsari Fruit,,1.06,  new,0.00%,-%,-,10.00,54.15,0.00,100,-,-,-,NA,NA,NA,Vinsari Fruit,NA,NA,NA
Vintek RF Prod,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vintek RF Prod,NA,NA,NA
Vipras Corp,,-319.56,  new,0.00%,-%,* -,10.00,34.68,0.00,100,-,-,-,NA,NA,NA,Vipras Corp,NA,NA,NA
Vipul Organics,,24.75, 78.96 new,8.00%,0.60%,2.32,10.00,19.71,83.91,1,37.95,57.74,5.41,151.00,73.00,133.95,Vipul Organics,NA,NA,NA
Vipul Sec,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vipul Sec,NA,NA,NA
Vir Developers ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Vir Developers ,NA,NA,NA
